Sentence,Idiom,NumOfWordsBetween,BetweenPOS,PrePOS,prePOS2,postPOS,postPOS2,CountOfSameNounInContext,SentenceLength,SentimentsAVG,Usage
where two tractor be of equal power the heavy will probably need to be in a low gear to pull the same weight,pull_weight,2,"['AT0', 'DT0']",TO0,NN1,,,1,23,0.344722222,L
perhaps you will have a part-time job and a small capital reserve to tide you over the lean year until the farm be pull it weight,pull_weight,1,['DPS'],VBZ,NN1,,,1,26,0.451733333,I
after all we each know who pull they weight and who lig it,pull_weight,1,['DPS'],PNQ,VVB,CJC,PNQ,1,13,0.069,I
ask yourself whether other who live in you home be pull they weight,pull_weight,1,['DPS'],VBB,NN1,,,1,13,0.627,I
but if anyone be not pull he weight herbert chapman soon get to know about it,pull_weight,1,['DPS'],XX0,VBD,NP0,NP0,1,16,0.593,Q
if someone at work be not pull they weight we must be straightforward and talk to they without anger remain tolerant even if they be cynical,pull_weight,1,['DPS'],XX0,VBZ,PNP,VM0,1,26,-0.120363636,I
we have be bring up to regard the house as we domain and despite want a man to pull he weight can resent the feeling of be usurp,pull_weight,1,['DPS'],TO0,NN1,VM0,VVI,1,28,0.475705882,I
it be a pity that we share of the glory at cern britain pay a lot of money into this uniquely successful collaboration each year be mar by european complaint that this country be not pull it weight in international project such as nuclear safety research see opposite or fusion,pull_weight,1,['DPS'],XX0,VBZ,PRP,AJ0,1,50,0.339464286,I
often it be the company wife who be be quietly sum up to see if she can keep up with she husband or pull she weight in a job which make a lot of social demand,pull_weight,1,['DPS'],CJC,NN1,PRP,AT0,1,36,0.485380952,I
candidate 's answer of course i do not mind when thing be very hectic i be always keen to pull i weight,pull_weight,1,['DPS'],TO0,AJ0,,,1,22,0.178333333,I
i can pull weight say nicholas,pull_weight,0,[],VM0,PNP,VVD,NP0,1,6,0.792,L
he do not pull he weight but know how to keep it from the consultant,pull_weight,1,['DPS'],XX0,VDD,CJC,VVD,1,15,0.672625,Q
dalian pull he weight,pull_weight,1,['DPS'],NN1-NP0,,,,1,4,0.881,Q
atkinson be pull he weight,pull_weight,1,['DPS'],VBZ,NP0,,,1,5,0.881,Q
these domestic arrangement may depend on a number of people pull they weight and the reliability of individual be critical for the safety and well-being of the old person,pull_weight,1,['DPS'],NN0,PRF,CJC,AT0,1,29,0.4118,I
we have all get to do we duty pull we weight et cetera et cetera,pull_weight,1,['DPS'],NN1,DPS,UNC,UNC,1,15,0.63175,I
he warn they you can not have all the perk without pull you weight,pull_weight,1,['DPS'],PRP,NN2,,,1,14,0.30525,I
some member of this class have not be pull they weight,pull_weight,1,['DPS'],VBN,XX0,,,1,11,0.568666667,I
this guarantee total inadequacy but the pay-off be a the knowledge that nobody could cope with all fifteen and that therefore the failure do not reflect badly on he personally and b some self-righteousness at how hard he be try to contribute and resentment at those who be not pull they weight,pull_weight,1,['DPS'],XX0,VBB,,,1,52,0.256333333,I
responsible neighbourly and democratic for nearly half a century it have be as gemï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½tlich abroad as it have be at home pull either it weight or,pull_weight,2,"['AV0', 'DPS']",NN1,PRP,CJC,DPS,1,32,0.511333333,I
"the cost be $10,000-70,000 though customer must provide they own car which need to have engine powerful enough to pull all that extra weight",pull_weight,3,"['DT0', 'DT0-CJT', 'AJ0']",TO0,AV0,,,1,24,0.572823529,L
she think at least mary and reggie will pull they weight at least one can say that of they kind,pull_weight,1,['DPS'],VM0,NP0,PRP,AV0,1,20,0.2715,I
all member be expect to pull they weight,pull_weight,1,['DPS'],TO0,VVN,,,1,8,0.1765,Q
should partner neglect to do they work or fail to pull they weight through absence etc. the other partner be entitled to compensation,pull_weight,1,['DPS'],TO0,VVB,PRP,NN1,1,23,0.3415625,I
since result be dependent on team effort manager be also give an incentive to ensure that each member of the team pull he or she weight,pull_weight,3,"['DPS', 'CJC', 'DPS']",NN1,AT0,,,1,26,0.447125,I
you be expect to pull you weight in this direction and there be no question of anyone get pay,pull_weight,1,['DPS'],TO0,VVN,PRP,DT0,1,19,0.5506,Q
they have to pull they weight but they bring up one or two who have lose they parent just as if they be they own child,pull_weight,1,['DPS'],TO0,VHD,CJC,PNP,1,26,0.350428571,Q
he find that a quiet bay gelding have be saddle for he and mount along with the other the hearthware hiss with effort as they pull the weight of they armour into the saddle,pull_weight,1,['AT0'],PNP,CJS,PRF,DPS,1,34,0.485411765,L
i be sure i will try to pull i weight sir he say he damask cheek give no sign of the tongue inside it,pull_weight,1,['DPS'],TO0,VVI,NN1,PNP,1,24,0.5258,Q
if you be go to stay out you time here you will have to pull you weight,pull_weight,1,['DPS'],TO0,VHI,,,1,17,0.560444444,Q
health secretary virginia bottomley second right be pull she weight yesterday and helping raise money for save the child,pull_weight,1,['DPS'],VBD,NN1,AV0,CJC,1,19,0.446230769,Q
anyway please could you thank george most sincerely for he endeavour the fact that everyone pull they weight up there ensure the place run at minimal cost to all user,pull_weight,1,['DPS'],PNI,CJT,AVP,AV0,1,30,0.30255,I
caroline never make any fuss about pull she weight,pull_weight,1,['DPS'],PRP,NN1-VVB,,,1,9,0.276,Q
in this place everyone pull he or she weight,pull_weight,3,"['DPS', 'CJC', 'DPS']",PNI,NN1-VVB,,,1,9,0.4042,Q
"respond to criticism that germany be not pull it weight within the alliance the government announce on jan. 25 that it financial contribution to the gulf effort total dm5,300 million of which dm3,400 million be for western ally and dm1,900 million for frontline arab state us$1.00=dm1.4885 as at jan. 28 1991",pull_weight,1,['DPS'],XX0,VBD,PRP,AT0,1,51,0.449964286,I
melissa pull she sag weight from the fence,pull_weight,2,"['PNP', 'VVG-AJ0']",NP0,,PRP,AT0,1,8,0.2014,L
she attest in september 1939 that universally householder have be shocked at the disgraceful and disgusting condition in which a certain portion of the population life and that the low slum type form the majority of the mother some out for what they can get most of they dirty many of they idle and unwilling to work or pull they weight,pull_weight,1,['DPS'],CJC,VVI,,,1,61,0.343923077,I
francis have never be interested in the business and he be never pull he weight,pull_weight,1,['DPS'],AV0,VBZ,,,1,15,0.574857143,I
it be all place an intolerable burden on charity like save the child who say far too often the international community be not pull it weight,pull_weight,1,['DPS'],XX0,VBZ,,,1,26,0.24025,I
i would like to feel i be pull i weight,pull_weight,1,['DPS'],VBB,PNP,,,1,10,0.8185,Q
after all i would hate anyone to think i be not pull i weight,pull_weight,1,['DPS'],XX0,VBD,,,1,14,0.291666667,Q
age from eighteen to eighty some have not ring a bell for almost fifty year but everyone pull they weight on this historic occasion,pull_weight,1,['DPS'],PNI,CJC,PRP,DT0,1,24,0.304733333,I
i job as deputy chief whip be to get mps to pull they weight so i think i have well set an example,pull_weight,1,['DPS'],TO0,NN0,CJS,PNP,1,23,0.714357143,I
they they would love he i mean one of they it be annoying really cos terry be just not pull he weight,pull_weight,1,['DPS'],XX0,AV0,,,1,22,0.453333333,Q
i feel like i can be contribute towards for i must admit that i do feel as though i could be pull i weight a bit especially when chris worry about money,pull_weight,1,['DPS'],VBI,VM0,AT0,NN1,1,32,0.593818182,I
you need treat pull some weight,pull_weight,1,['DT0'],VVG,VVB,,,1,6,0.89425,Q
well three nut spit i out and i can honestly say that the first time i fall headfirst face outwards above the wall we have just climb i really do see star,see_star,0,[],VDD,AV0,,,1,32,0.272416667,I
it be one of those gorgeous early morning when the sun have just rise but it be still dark enough to see the bright star,see_star,2,"['AT0', 'AJS']",TO0,AV0,,,1,25,0.356473684,L
a nice piece of work but bear in mind that a much more ambitious measurement which would have take the big chunk of the hubble 's observe time be completely beyond the telescope 's present capacity because it involve see faint variable star in far-off galaxy,see_star,2,"['AJ0', 'NN1-AJ0']",VVZ,PNP,PRP,AJ0,1,46,0.41865625,L
the darkness intensify down in the wood though i could see star between the bough,see_star,0,[],VM0,PNP,PRP,AT0,1,15,0.386909091,L
for we have see he star in the east and be come to worship he,see_star,1,['DPS'],VHB,PNP,PRP,AT0,1,15,0.4162,L
and when they see the star they rejoice with exceed great joy,see_star,1,['AT0'],PNP,CJS,PNP,VVD,2,12,0.724428571,L
pete see star,see_star,0,[],NP0,,,,1,3,0.446,Q
at mgm he see all the famous movie star that populate that most famous of studio and to he friend he name-dropped a few like grace kelly with whom he fall in love from afar before she run off to marry she prince,see_star,4,"['DT0', 'AT0', 'AJ0', 'NN1']",PNP,NP0,CJT,VVD,2,43,0.272695652,L
it be a starry night that night and by lean against the cold window boy could see the star not the star of the bar ceiling now but the real one,see_star,1,['AT0'],VM0,NN1,XX0,AT0,3,31,0.3442,L
then they drive on freezing because boy keep he window down so that he could see the star,see_star,1,['AT0'],VM0,PNP,,,2,18,0.378875,L
in the same way they look up into the night sky to see the star and feel the awe and wonder of the infinite world with they infinite distance into which may be submerge all we preoccupation as if we have wash we soul in the ocean of space,see_star,1,['AT0'],TO0,NN1,CJC,VVB,1,49,0.322470588,L
do people pay to go to athletics meeting because it be athletics or do they go to see the individual star,see_star,2,"['AT0', 'AJ0']",TO0,VVI,,,1,21,0.637375,L
see the star,see_star,1,['AT0'],,AT0,,,1,3,0.609,L
the fist come up and catch he on the side of the head and jack go down see little sparkling star,see_star,2,"['AV0', 'AJ0']",AVP,VVD,,,1,21,0.315333333,I
one day much to dustin 's irritation she ask the driver of the limo that be take the two of they back to manhattan to stop because she see a wish star in the sky,see_star,2,"['AT0', 'VVG']",PNP,CJS,PRP,AT0,2,35,0.416730769,L
but itv association chairman greg dyke say the proposal would lead to the network lose hit show and mean star like the bill 's christopher ellison would only be see on satellite tv,see_star,2,"['PRP', 'NN1']",VBI,AV0,,,1,33,0.385315789,L
see the star and have fun at a bargain price,see_star,1,['AT0'],,NN1,CJC,VHB,2,10,0.516,L
it be love-all when elton see star,see_star,0,[],NP0,AVQ,,,1,7,0.446,Q
she say i have be here for three week i have not see one movie star until now and she come over and get i autograph,see_star,2,"['CRD', 'NN1']",XX0,VHB,PRP,AV0,2,26,0.243857143,L
and then she turn to cary grant and say you never see any movie star do you,see_star,2,"['DT0', 'NN1']",AV0,PNP,VDB,PNP,2,17,0.62125,L
george see star,see_star,0,[],NP0,,,,1,3,0.446,Q
showman know that middle-class critic have to be buy off and that topicality could sell film to certain audience but they also appreciate that audience be more likely to go to the movie for spectacle for adventure for comedy for sex to see particular star and to be entertain in the wide sense,see_star,1,['AJ0'],TO0,NN1,CJC,TO0,1,53,0.516641026,L
no other star be see close to the radio position,see_star,4,"['AV0', 'PRP', 'AT0', 'NN1']",VBB,NN2,,,3,10,0.447714286,L
it be a deliberate policy to appeal to the family and the television audience who come to the tournament to see they star not the golf star,see_star,1,['DPS'],TO0,NN1,XX0,AT0,2,27,0.5363,L
so far as we know ptolemy spend he whole life in alexandria which be well north of the earth 's equator so that he could not see the star of the far south,see_star,1,['AT0'],XX0,VM0,PRF,AT0,1,33,0.406058824,L
it appear as a dim blur with low magnification but with ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï,see_star,1,['AJ0'],VM0,PNP,PRP,PNP,1,20,0.247333333,L
chi octantis 5.2 will be on the far side of the field centre it and then you will see two more star of about the same brightness sigma and tau,see_star,2,"['CRD', 'DT0']",VM0,PNP,PRF,PRP,1,30,0.523538462,L
it be easy to see with ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 7 as a hazy patch and with ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 12 there be a ,see_star,4,"['PRP', 'PNP', 'PRP', 'PRP']",VBI,VM0,,,2,35,0.347142857,L
if you see any star of comparable brightness you may be sure that it be t. pyxis be include on the chart with puppis,see_star,1,['DT0'],PNP,CJS,PRF,AJ0,1,24,0.546444444,L
if you use binoculars or a telescope and see a star as a large shimmering globe you may be sure that there be something wrong with the focus,see_star,1,['AT0'],CJC,NN1,PRP,AT0,3,28,0.129454545,L
i have often look for it with binoculars but i have never be able to glimpse it even with ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 20 though i 76-mm refractor bring it out unmistakably and with i 39-cm reflector i,see_star,2,"['AT0', 'AJ0']",PRP,NN1,,,2,43,0.23335,L
with ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 20 but not with low magni,see_star,1,['AJ0'],VM0,PNP,PRP,PNP,1,15,0.242166667,L
there be however one splendid open cluster m41 which be easily visible with the naked eye and be resolvable with ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ 20 binoculars various individua,see_star,2,"['PRP', 'AJC']",VBI,VM0,,,2,32,0.265375,L
i would see a lot more star when carmen hit i over the head with it,see_star,3,"['AT0', 'NN1', 'DT0']",VM0,PNP,AVQ-CJS,NP0,2,16,0.048714286,I
and it be no longer black outside ace could see the star and as she stand she find herself look down through one of the side window at the reticulated surface of the top of the space station,see_star,1,['AT0'],VM0,NN1-NP0,CJC,CJS,1,38,0.246461538,L
those who have only see the northern star may not realize how much more dramatic be those of the southern hemisphere,see_star,2,"['AT0', 'AJ0']",AV0,VHB,VM0,XX0,1,21,0.277461538,L
still she could see no star,see_star,1,['AT0'],VM0,PNP,,,1,6,0.000666667,L
she stare out of the window and see the star and a bright moon,see_star,1,['AT0'],CJC,NN1,CJC,AT0,2,14,0.4074,L
you can see the star now in the city or everybody else can and not just an attractive smattering here and there,see_star,1,['AT0'],VM0,PNP,AV0,PRP,1,22,0.291454545,L
but i can not bear to see the star even though i know they be there all right and i do see they because tod look upwards at night as everybody do and coo and point,see_star,1,['AT0'],TO0,VVI,AV0,CJS,1,36,0.289529412,L
normally one be not able to see star in the sky that be in almost the same direction as the sun,see_star,0,[],TO0,AJ0,PRP,AT0,3,21,0.4285,L
we would not be able to see such a star because light from it surface would not reach we it would be drag back by the star 's gravitational field,see_star,2,"['DT0', 'AT0']",TO0,AJ0,CJS,NN1-AJ0,4,30,0.329,L
he could see star,see_star,0,[],VM0,PNP,,,2,4,0.446,Q
he have never see star like he have see they around here cold and diamond-sharp and so many,see_star,0,[],AV0,VHD,VVI,PNP,2,18,0.431375,L
i see star she whisper into he ear clutch he tightly she eye shut all-seeing in the darkness understand earth and time and life and what it be in the moment 's joy,see_star,0,[],PNP,,PNP,VVD,1,33,0.445333333,Q
the mist be nearly clear and i like to see the star,see_star,1,['AT0'],TO0,VVB,,,1,12,0.515714286,L
she head rock and for the first time in she life she quite literally see star,see_star,0,[],AV0,AV0,,,1,16,0.329636364,Q
but what about the sailor in the southern hemisphere the part of the earth south of the equator they could not see the pole star so what do they use to guide they,see_star,2,"['AT0', 'NN1']",XX0,VM0,AV0,DTQ,1,33,0.60405,L
you can not see any star by day,see_star,1,['DT0'],XX0,VM0,PRP,NN1,1,8,0.551,L
there be water on the road where the star could be see reflect,see_star,0,[],VBI,VM0,,,1,13,0.301285714,L
he smell the burning in the air see the star dim by smoke above he,see_star,1,['AT0'],NN1,AT0,VVN,PRP,1,15,0.409916667,L
but the wind have drop and he could see the star,see_star,1,['AT0'],VM0,PNP,,,1,11,0.762285714,L
we do not know how many solar system there be in each galaxy because we can only see star not planet but we early use an estimate that there may be 100 billion billion planet in the universe,see_star,0,[],AV0,VM0,XX0,NN2,1,38,0.29352381,L
i have never see so many star,see_star,2,"['AV0', 'DT0']",AV0,VHB,,,1,7,0.61475,Q
tv astronomer patrick moore see star when he come a cropper on the cricket field,see_star,0,[],NP0,NP0,AVQ-CJS,PNP,2,15,0.321666667,I
so this be the same idea and if there be a star something that i do see a wee while ago i see a f a light very close down to the horizon and i say i have never see a star so bright way down there,see_star,1,['AT0'],AV0,VHB,AV0,AJ0,3,47,0.368173913,L
but there be no sky at the top defy folklore i can see no star,see_star,1,['AT0'],VM0,PNP,,,1,15,0.407714286,L
as he turn he head he see blackness and star,see_star,2,"['NN1', 'CJC']",PNP,NN1,,,2,10,-0.1242,Q
it be like expect they to see distant star without the help of any binoculars or telescope but just with they own native eyesight,see_star,1,['AJ0'],TO0,PNP,PRP,AT0,2,24,0.1956,L
well why can not we see star during the day,see_star,0,[],PNP,XX0,PRP,AT0,2,10,0.6614,L
if we look out at the sky why can not we see star during the day,see_star,0,[],PNP,XX0,PRP,AT0,2,16,0.4545,L
we star be too bright for we to see star from further/far away,see_star,0,[],TO0,PNP,PRP,AV0,2,13,0.406285714,L
through the window i see no star,see_star,1,['AT0'],PNP,NN1,,,1,7,0.4048,L
so we have discover quite a lot about it all really but erm in the second stanza he say through the window i see no star,see_star,1,['AT0'],PNP,NN1,,,1,26,0.366733333,L
through the window i see no star and he talk about the darkness yes good,see_star,1,['AT0'],PNP,NN1,CJC,PNP,1,15,0.3693,L
the swindon wildcats see star before they eye this week,see_star,0,[],NP0,NP0,PRP,DPS,2,10,0.3378,Q
in the third division hereford united be see star at gillingham after let in 2 early goal,see_star,0,[],VBD,AJ0,PRP,NP0,1,17,0.2631,I
while many spectator spend the afternoon guzzle champagne and wait in orderly fashion for a glimpse of the royal family seasoned punter will be fight for survival in the betting ring and jostle to see the equine star,see_star,2,"['AT0', 'AJ0']",TO0,VVG,,,1,38,0.3476,L
i even make the occasional trip into the west end of an evening to see the late music-hall star,see_star,3,"['AT0', 'AJS', 'AJ0-NN1']",TO0,NN1,,,1,19,0.299538462,L
when scott look out he could see the star and many flashing light,see_star,1,['AT0'],VM0,PNP,CJC,DT0,1,13,0.297,L
he have first be find guilty of set fire to an armoured personnel carrier commandeer by student and a car during the 19898 pro-democracy demonstration in beijing,set_fire,0,[],PRF,AJ0,PRP,AT0,1,27,0.2883125,I
just when he ship be come in she might have set fire to it,set_fire,0,[],VHI,VM0,PRP,PNP,1,14,0.25,I
soon after police arrive to carry out the order violence spread as student smash and set fire to mr kamba 's mercedes car and police respond with tear gas and baton charge,set_fire,0,[],CJC,VVN-VVD,PRP,NP0,1,32,0.274136364,I
then she lop off she head and finally decide to douse she mortal remain with petrol and set fire to herself,set_fire,0,[],CJC,NN1,PRP,PNX,1,21,-0.193181818,I
the home office yesterday release 25 more kurd seek political asylum in britain from detention centre but deny it be bow to pressure after the death of a detainee who set fire to himself last week,set_fire,0,[],PNQ,NN1,PRP,PNX,1,36,0.13725,I
mr coase 's favourite case of externality be an american icon the wood-burning locomotive whose spark regrettably be prone to set fire to farmer ' field,set_fire,0,[],TO0,AJ0,PRP,NN2,1,26,0.2455,I
suppose farmer have a right in law to enjoin the railway company not to set fire to they field the result be that the company will fit spark-suppressing equipment to they train and there will be less damage to the farmer ' field,set_fire,0,[],TO0,XX0,PRP,DPS,1,43,0.2975,I
salutation 0 mighty apollo glad you music tour go down well play the fiddle stand on you head while drink a glass of water be very clever none but a nero could do it but you really should not have set fire to the auditorium as an encore,set_fire,0,[],VHI,XX0,PRP,AT0,1,48,0.381392857,I
set fire to the place,set_fire,0,[],,AT0,PRP,AT0,1,5,0.3812,I
i be not go to set fire to it,set_fire,0,[],TO0,VVG,PRP,PNP,1,9,0.4926,I
that mean that it be practically impossible for a landowner to enforce restriction unless you be set fire to he house or drive a jcb over he grouse moor,set_fire,0,[],VBB,PNP,PRP,DPS,1,29,0.208666667,I
surely no one would be so wicked as to set fire to the place,set_fire,0,[],TO0,CJS,PRP,AT0,2,14,0.032777778,I
in the face of government determination to enforce the february 1911 law more than eight thousand aube grower march through the street of bar-sur-aube carry on they back panier de mannequin grape harvest basket full of tax-form which they ceremoniously set fire to,set_fire,0,[],AV0,PNP,PRP,,1,43,0.316928571,I
sgt. robertson who be fly about fifth in the line of hurricane in v7495 and who record that the success of the attack owe much to lambert 's leadership and positioning of the squadron attack another stuka from astern set fire to the starboard wingroot,set_fire,0,[],AV0,PRP,PRP,AT0,2,45,0.390730769,I
the villain make a run for it knock over an oil-lamp and set fire to he evil lair and the title drift past a close-up of he silent scream and melt face,set_fire,0,[],CJC,NN1-AJ0,PRP,DPS,1,32,0.164,I
he do not approve of smoking or drinking and i dad be so dominate by he that he would hide he pipe behind a cushion once set fire to the chair for fear of incur he wrath,set_fire,0,[],AV0,NN1,PRP,AT0,1,37,0.1421,I
the hoaxer set fire to paper underneath a smoke alarm at a university three mile away,set_fire,0,[],NN2,AT0,PRP,NN1,1,16,-0.094461538,I
the destroyer 's forward gun crew and mortarman be all dead or wound she bow a cauldron of smoke and thermite fume even though the incendiary bomb be put out before it set fire to campbeltown 's warhead of depth charge,set_fire,0,[],PNP,CJS,PRP,NP0,2,41,-0.016782609,I
some of the more irresponsible youth have try to set fire to the building but somehow it do not catch and go out much to they disappointment,set_fire,0,[],TO0,VVN,PRP,AT0,1,27,0.36235,I
once upon a time a man could hang for set fire to a hayrick,set_fire,0,[],PRP,VVI,PRP,AT0,1,14,0.265,I
paul chadd prosecute claim harper who be not relate to the twin set fire to straw bale to provide light,set_fire,0,[],NN2,AT0,PRP,NN1,1,20,0.295153846,I
he clearly know he be go to set fire to the flat,set_fire,0,[],TO0,VVG,PRP,AT0,1,12,0.381444444,I
there be a whiffling noise and a beam of red light shoot out and set fire to a patch of scrub several hundred yard away,set_fire,0,[],CJC,AVP,PRP,AT0,1,25,0.1515625,I
the third sister then put into operation an elaborate plan to get all the wizard 's gold and trap he and all he cohort in he house to which she brother then set fire,set_fire,0,[],AV0,NN2,,,1,34,0.302904762,I
i bring you hell fire he be shout and then he would set fire to he fucking head,set_fire,0,[],VM0,PNP,PRP,DPS,2,18,-0.074625,I
yesterday the mirror reveal that a similar model spontaneously ignite set fire to a toddler 's carpet,set_fire,0,[],VVN,AV0,PRP,AT0,1,17,0.333384615,I
he sheet be scorch after the white plastic monitor box melt and set fire to the carpet,set_fire,0,[],CJC,VVD,PRP,AT0,1,17,0.297692308,I
he go nut he go cracker get the cane and he be wield it and it be at that time that the rest of the boy decide to pile up the furniture in the corner and set fire to it so half the classroom be burn,set_fire,0,[],CJC,NN1,PRP,PNP,1,46,0.409333333,I
there be four just-past-pubescence puressencer front by nonchalant sidied-up lead crooner james mudriczki and they have the demeanour of sociopathic fourth-former put in detention for set fire to the science lab,set_fire,0,[],PRP,NN1,PRP,AT0,1,31,0.262722222,I
i buy some wiring and bulb fitting when i be about 11 year old i fit the electric as home-made lighting then give i father a shock when he touch the aquarium fuse the light and set fire to i bedroom,set_fire,0,[],CJC,NN2,PRP,DPS,1,41,0.230590909,I
early on may 29th in solingen say the police young neo-nazi set fire to the house where the genc family live,set_fire,0,[],NN2,AJ0,PRP,AT0,2,21,0.5765,I
set fire to the place,set_fire,0,[],,AT0,PRP,AT0,1,5,0.3812,I
ask for a possible motive in set fire to the moor ken remark there be nothing strange than human being,set_fire,0,[],PRP,NN1,PRP,AT0,1,20,0.142846154,I
in the course of that interview he admit employing man to set fire to he shop,set_fire,0,[],TO0,NN2,PRP,DPS,1,16,0.31825,I
i own view of new age used to be and to some extent still be not dissimilar to that of the performance artist trevor stewart who under the alias of ted bunny ritually set fire to soft toy as a protest against everything new age and holistic,set_fire,0,[],AV0,NN1,PRP,AJ0,1,47,0.2225625,I
although if i be spot wear a turquoise shell suit ted bunny be welcome to come and set fire to i teddy bear,set_fire,0,[],CJC,VVI,PRP,DPS,1,23,0.1935,I
but if the brooding house really do seem too much of a clichï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ to you if it fail to set fire to you imaginat,set_fire,0,[],TO0,VVZ,PRP,DPS,1,29,0.356733333,I
the gas can you can you set fire to it,set_fire,0,[],PNP,VM0,PRP,PNP,1,10,0.556,I
when you set fire to it it burn and explode immediately with a noise loud than thunder,set_fire,0,[],PNP,CJS,PRP,PNP,1,17,0.100888889,I
i set fire to a barn not realise that there be a sick cow in there that perish and i get three year approved school,set_fire,0,[],PNP,,PRP,AT0,1,25,0.082571429,I
they wait until the old man be asleep and set fire to he hut,set_fire,0,[],CJC,AJ0,PRP,DPS,1,14,0.200222222,I
er disagreement between er two partner er one partner set fire to another partner be flat by smash a window set alight the curtain,set_fire,0,[],NN1,CRD,PRP,DT0,1,24,0.01765,I
that evening belov set the fire as alina open some canned stew,set_fire,1,['AT0'],NP0,NN1,CJS,NP0,1,12,0.2338,I
one of the hell fire club member richard whaley accidentally set fire to it one night,set_fire,0,[],AV0,NP0,PRP,PNP,2,16,-0.017076923,I
what be more this detonation which take place on a remote beach with only a dog as witness do not set fire to other part of the novel,set_fire,0,[],XX0,VDZ,PRP,AJ0,1,28,0.264375,I
the idiot have set fire to it,set_fire,0,[],VHD,NN1,PRP,PNP,1,7,0.263333333,I
you see he would be afraid for he set fire to the steading i suppose,set_fire,0,[],PNP,PRP,PRP,AT0,1,15,0.13575,I
in july 1595 when a spanish force land and set fire to mousehole paul newlyn and penzance godolphin engage himself very worthily and rally man for the defence of penzance and marazion,set_fire,0,[],CJC,VVN-VVD,PRP,NN1,1,32,0.2150625,I
it shift even more when a former missionary from africa come in buy a copy take it out on the end of a pair of coal tong and set fire to it,set_fire,0,[],CJC,NN2,PRP,PNP,1,32,0.213117647,I
er that the fire be set at about the time that the erm er that the armoured begin breach the wall of the compound,set_fire,17,"['PRP', 'PRP', 'AT0', 'NN1', 'CJT', 'AT0', 'UNC', 'UNC', 'CJT', 'AT0', 'AJ0', 'VVD', 'VVG', 'AT0', 'NN2', 'PRF', 'AT0']",VBD,NN2,,,2,24,0.38425,I
twice aged 15 and 16 she be remand to prison for a series of offence including set fire to rubbish bin attempted theft criminal damage slash car tyre and make hoax telephone call to the fire brigade,set_fire,0,[],PRP,NN2,PRP,NN1,2,37,0.10264,I
one reason give for the termination at machynlleth be the risk of set fire to the wooden dovey bridge,set_fire,0,[],PRF,NN1,PRP,AT0,1,19,0.286666667,I
premature cut in interest rate ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½35 billion of extra public spending and increased public borrowing and taxation,set_fire,0,[],DT0,VM0,PRP,NN1,2,23,0.304368421,I
in a new departure eplf gunboat attack and set fire to a polish freighter off the eritrean red sea coast on jan. 3 they seize the 30-strong crew and fire rocket to drive off a second polish freighter which attempt to come to they aid,set_fire,0,[],CJC,VVN-VVD,PRP,AT0,2,45,0.205964286,I
the karen national union on jan. 8 and 14 reportedly attack and set fire to three oil tanker truck belong to a thai logging company work in karen state kill one of the driver,set_fire,0,[],CJC,VVN,PRP,CRD,1,34,0.194954545,I
iraqi force be wantonly set fire to and destroy the oil well the oil tank the export terminal and other installation of that small country state bush,set_fire,0,[],AV0,VBD,PRP,CJC,1,27,0.425,I
police fire into a crowd of demonstrator kill and injure a number of bystander after left-wing activist have reportedly set fire to a royal nepal airline fuel depot and smashed street lamp telephone exchange equipment and vehicle in both kathmandu and the nearby town of patan,set_fire,0,[],AV0,VHD,PRP,AT0,2,46,0.1039375,I
the demonstrator set fire to vehicle and blocked access road with barricade make from burning tyre,set_fire,0,[],NN2,AT0,PRP,NN2,1,16,-0.043916667,I
the rocket fire from a nearby building touch the top of the minister 's car and set fire to a nearby car,set_fire,0,[],CJC,NN1,PRP,AT0,2,22,0.443470588,I
witness be report to have say that troop set fire to shop and that tank-fire be direct at house for disorder in sirnak in march 1992 see p. 38833,set_fire,0,[],NN2,CJT,PRP,NN2,2,29,0.171176471,I
you never even set fire to a man on the ground so you do not know what it be like to burn one,set_fire,0,[],AV0,AV0,PRP,AT0,1,23,0.250363636,I
a group of thirty horseman have come against forteviot from the east an hour before and have try to set fire to it with burning arrow and strike down the defender with slingshot and spear,set_fire,0,[],TO0,VVN,PRP,PNP,1,35,0.136875,I
